Customer ID,Churn,Churn Category,Churn Reason,Churn Score,Customer Status,Satisfaction Score
4813-HQMGZ,0,Not Churned,Not Churned,76,Stayed,3
7752-XUSCI,1,Other,Don't know,84,Churned,2
1077-HUUJM,0,Not Churned,Not Churned,49,Stayed,5
2057-BOYKM,0,Not Churned,Not Churned,78,Stayed,4
7945-PRBVF,0,Not Churned,Not Churned,71,Stayed,3
8224-KDLKN,0,Not Churned,Not Churned,41,Stayed,4
2988-PLAHS,0,Not Churned,Not Churned,67,Joined,5
1015-JPFYW,0,Not Churned,Not Churned,29,Stayed,3
7175-NTIXE,0,Not Churned,Not Churned,32,Stayed,3
7853-WNZSY,0,Not Churned,Not Churned,33,Joined,5
0913-XWSCN,0,Not Churned,Not Churned,20,Stayed,4
6637-KYRCV,0,Not Churned,Not Churned,27,Stayed,3
2272-QAGFO,1,Dissatisfaction,Service dissatisfaction,71,Churned,3
3460-TJBWI,0,Not Churned,Not Churned,46,Stayed,5
7838-LAZFO,0,Not Churned,Not Churned,37,Stayed,4
5442-BHQNG,0,Not Churned,Not Churned,73,Joined,5
1459-QNFQT,0,Not Churned,Not Churned,27,Stayed,4
3836-FZSDJ,0,Not Churned,Not Churned,53,Stayed,5
9885-AIBVB,0,Not Churned,Not Churned,70,Stayed,3
1131-QQZEB,0,Not Churned,Not Churned,52,Stayed,3
5014-WUQMG,0,Not Churned,Not Churned,68,Stayed,3
5834-ASPWA,1,Competitor,Competitor made better offer,74,Churned,3
1513-XNPPH,1,Dissatisfaction,Product dissatisfaction,79,Churned,1
2834-SPCJV,1,Competitor,Competitor had better devices,75,Churned,1
5018-HEKFO,0,Not Churned,Not Churned,78,Stayed,3
6967-QIQRV,0,Not Churned,Not Churned,28,Stayed,3
3863-QSTYI,0,Not Churned,Not Churned,38,Stayed,3
3967-KXAPS,0,Not Churned,Not Churned,56,Stayed,4
0678-RLHVP,0,Not Churned,Not Churned,67,Stayed,5
7928-VJYAB,0,Not Churned,Not Churned,65,Stayed,5
6695-FRVEC,0,Not Churned,Not Churned,73,Stayed,3
9067-YGSCA,0,Not Churned,Not Churned,21,Stayed,5
3452-FLHYD,0,Not Churned,Not Churned,77,Stayed,4
1024-GUALD,1,Dissatisfaction,Product dissatisfaction,94,Churned,1
1298-PHBTI,0,Not Churned,Not Churned,43,Stayed,3
9546-KDTRB,0,Not Churned,Not Churned,46,Stayed,5
4849-PYRLQ,0,Not Churned,Not Churned,26,Stayed,3
8883-ANODQ,0,Not Churned,Not Churned,34,Stayed,5
0003-MKNFE,0,Not Churned,Not Churned,66,Stayed,5
4177-JPDFU,0,Not Churned,Not Churned,39,Stayed,3
0723-DRCLG,1,Other,Don't know,94,Churned,2
5734-EJKXG,0,Not Churned,Not Churned,76,Stayed,3
5567-GZKQY,0,Not Churned,Not Churned,20,Stayed,4
5792-JALQC,0,Not Churned,Not Churned,71,Stayed,3
5985-BEHZK,0,Not Churned,Not Churned,56,Stayed,5
9822-BIIGN,0,Not Churned,Not Churned,52,Stayed,4
7021-XSNYE,0,Not Churned,Not Churned,60,Stayed,3
6088-BXMRG,0,Not Churned,Not Churned,25,Stayed,4
5117-ZSMHQ,0,Not Churned,Not Churned,54,Stayed,5
2209-XADXF,0,Not Churned,Not Churned,28,Joined,5
8058-DMYRU,0,Not Churned,Not Churned,23,Stayed,5
0480-KYJVA,0,Not Churned,Not Churned,26,Stayed,4
1074-AMIOH,0,Not Churned,Not Churned,73,Stayed,4
0186-CAERR,0,Not Churned,Not Churned,59,Stayed,4
6000-UKLWI,0,Not Churned,Not Churned,47,Stayed,3
7446-YPODE,0,Not Churned,Not Churned,23,Stayed,3
9509-MPYOD,0,Not Churned,Not Churned,67,Stayed,4
8065-QBYTO,0,Not Churned,Not Churned,63,Stayed,4
8996-ZROXE,0,Not Churned,Not Churned,58,Stayed,4
9752-ZNQUT,0,Not Churned,Not Churned,24,Joined,5
7044-YAACC,0,Not Churned,Not Churned,53,Stayed,5
8185-UPYBR,1,Dissatisfaction,Product dissatisfaction,88,Churned,1
5446-DKWYW,0,Not Churned,Not Churned,30,Stayed,4
3627-FHKBK,1,Competitor,Competitor had better devices,87,Churned,1
4826-XTSOH,1,Competitor,Competitor had better devices,96,Churned,1
1094-BKOSX,0,Not Churned,Not Churned,22,Stayed,4
1373-ORVIZ,1,Competitor,Competitor had better devices,91,Churned,1
0843-WTBXE,1,Other,Don't know,90,Churned,1
9306-CPCBC,1,Competitor,Competitor made better offer,94,Churned,3
4821-SJHJV,0,Not Churned,Not Churned,54,Stayed,4
7940-UQQUG,0,Not Churned,Not Churned,33,Stayed,4
9639-BUJXT,0,Not Churned,Not Churned,28,Stayed,5
4686-UXDML,0,Not Churned,Not Churned,74,Stayed,3
3308-MHOOC,0,Not Churned,Not Churned,76,Joined,3
3740-RLMVT,0,Not Churned,Not Churned,41,Stayed,3
6386-SZZKH,1,Competitor,Competitor made better offer,92,Churned,2
1265-XTECC,1,Attitude,Attitude of service provider,86,Churned,1
4789-KWMXN,1,Price,Price too high,90,Churned,1
8311-UEUAB,0,Not Churned,Not Churned,69,Stayed,3
4342-HENTK,1,Competitor,Competitor had better devices,74,Churned,1
7688-AWMDX,0,Not Churned,Not Churned,57,Stayed,3
1820-DJFPH,0,Not Churned,Not Churned,36,Stayed,4
9220-ZNKJI,0,Not Churned,Not Churned,73,Stayed,3
2541-YGPKE,0,Not Churned,Not Churned,55,Stayed,4
2675-OTVVJ,0,Not Churned,Not Churned,68,Stayed,4
7504-UWHNB,0,Not Churned,Not Churned,26,Stayed,4
0962-CQPWQ,0,Not Churned,Not Churned,56,Stayed,5
0667-NSRGI,0,Not Churned,Not Churned,75,Stayed,4
0030-FNXPP,0,Not Churned,Not Churned,59,Joined,4
9467-ROOLM,0,Not Churned,Not Churned,65,Stayed,5
2985-JUUBZ,0,Not Churned,Not Churned,64,Stayed,5
0756-MPZRL,0,Not Churned,Not Churned,22,Stayed,3
1400-MMYXY,1,Attitude,Attitude of service provider,71,Churned,2
3003-CMDUU,0,Not Churned,Not Churned,52,Stayed,3
1971-DTCZB,0,Not Churned,Not Churned,54,Stayed,3
7587-AOVVU,0,Not Churned,Not Churned,31,Stayed,3
7696-AMHOD,0,Not Churned,Not Churned,69,Stayed,5
1304-NECVQ,1,Competitor,Competitor made better offer,92,Churned,2
9546-CQJSU,1,Competitor,Competitor had better devices,80,Churned,1
4973-RLZVI,0,Not Churned,Not Churned,59,Stayed,3
6574-MCOEH,0,Not Churned,Not Churned,73,Stayed,5
6357-JJPQT,0,Not Churned,Not Churned,53,Joined,5
8849-GYOKR,1,Dissatisfaction,Product dissatisfaction,90,Churned,1
4360-PNRQB,0,Not Churned,Not Churned,78,Stayed,5
0196-VULGZ,1,Other,Deceased,77,Churned,3
7503-QQRVF,1,Competitor,Competitor had better devices,81,Churned,1
1704-NRWYE,1,Attitude,Attitude of support person,71,Churned,2
7605-BDWDC,0,Not Churned,Not Churned,67,Stayed,3
7078-NVFAM,0,Not Churned,Not Churned,77,Stayed,4
0307-BCOPK,0,Not Churned,Not Churned,60,Stayed,5
1722-LDZJS,0,Not Churned,Not Churned,22,Stayed,4
0390-DCFDQ,1,Other,Don't know,76,Churned,2
8627-EHGIP,1,Competitor,Competitor offered more data,91,Churned,2
5399-ZIMKF,0,Not Churned,Not Churned,34,Stayed,3
5802-ADBRC,0,Not Churned,Not Churned,26,Stayed,3
0254-KCJGT,0,Not Churned,Not Churned,64,Stayed,4
4855-SNKMY,1,Competitor,Competitor made better offer,70,Churned,3
6985-HAYWX,0,Not Churned,Not Churned,54,Stayed,3
8220-OCUFY,0,Not Churned,Not Churned,25,Stayed,4
3941-XTSKM,0,Not Churned,Not Churned,71,Stayed,4
3813-DHBBB,0,Not Churned,Not Churned,77,Stayed,3
2087-QAREY,0,Not Churned,Not Churned,53,Stayed,3
4250-WAROZ,0,Not Churned,Not Churned,70,Stayed,3
8741-LQOBK,0,Not Churned,Not Churned,33,Stayed,3
3572-UOLYZ,0,Not Churned,Not Churned,39,Stayed,3
7399-QHBJS,0,Not Churned,Not Churned,65,Stayed,3
7252-NTGSS,0,Not Churned,Not Churned,48,Joined,3
5474-LAMUQ,0,Not Churned,Not Churned,69,Stayed,3
7989-AWGEH,0,Not Churned,Not Churned,39,Stayed,4
5035-PGZXH,0,Not Churned,Not Churned,49,Stayed,3
7610-TVOPG,0,Not Churned,Not Churned,73,Stayed,3
8495-PRWFH,0,Not Churned,Not Churned,80,Stayed,4
7777-UNYHB,0,Not Churned,Not Churned,21,Stayed,3
3413-CSSTH,0,Not Churned,Not Churned,26,Stayed,4
5514-YQENT,0,Not Churned,Not Churned,32,Stayed,5
7064-JHXCE,0,Not Churned,Not Churned,63,Stayed,5
6586-MYGKD,0,Not Churned,Not Churned,47,Stayed,3
0899-LIIBW,0,Not Churned,Not Churned,76,Stayed,5
3217-FZDMN,1,Competitor,Competitor had better devices,83,Churned,1
0436-TWFFZ,0,Not Churned,Not Churned,61,Stayed,4
7176-WIONM,0,Not Churned,Not Churned,24,Stayed,3
0537-QYZZN,0,Not Churned,Not Churned,36,Stayed,3
1686-STUHN,0,Not Churned,Not Churned,39,Stayed,3
9127-FHJBZ,0,Not Churned,Not Churned,29,Stayed,3
7302-ZHMHP,0,Not Churned,Not Churned,51,Joined,5
1195-OIYEJ,1,Attitude,Attitude of support person,78,Churned,2
2335-GSODA,0,Not Churned,Not Churned,24,Stayed,4
6465-GSRCL,0,Not Churned,Not Churned,65,Stayed,4
5569-KGJHX,1,Dissatisfaction,Service dissatisfaction,95,Churned,3
5619-PTMIK,0,Not Churned,Not Churned,72,Stayed,3
4674-HGNUA,0,Not Churned,Not Churned,57,Stayed,3
4723-BEGSG,0,Not Churned,Not Churned,61,Stayed,3
9489-UTFKA,0,Not Churned,Not Churned,27,Stayed,3
0019-GFNTW,0,Not Churned,Not Churned,37,Stayed,3
6248-TKCQV,0,Not Churned,Not Churned,68,Stayed,3
3154-HMWUU,0,Not Churned,Not Churned,63,Stayed,5
7568-PODML,1,Competitor,Competitor had better devices,69,Churned,1
4750-ZRXIU,1,Competitor,Competitor had better devices,83,Churned,1
5322-ZSMZY,0,Not Churned,Not Churned,32,Stayed,4
1518-OMDIK,0,Not Churned,Not Churned,28,Stayed,4
9798-OPFEM,0,Not Churned,Not Churned,37,Stayed,5
9361-YNQWJ,0,Not Churned,Not Churned,24,Stayed,5
5469-NUJUR,0,Not Churned,Not Churned,50,Stayed,4
3729-OWRVL,0,Not Churned,Not Churned,79,Stayed,3
9909-IDLEK,0,Not Churned,Not Churned,26,Stayed,4
8967-SZQAS,0,Not Churned,Not Churned,48,Stayed,5
2027-FECZV,1,Attitude,Attitude of support person,92,Churned,2
0298-XACET,0,Not Churned,Not Churned,47,Stayed,4
6122-LJADA,0,Not Churned,Not Churned,49,Stayed,3
9640-ZSLDC,0,Not Churned,Not Churned,38,Stayed,4
4955-VCWBI,0,Not Churned,Not Churned,76,Stayed,5
3798-EPWRR,0,Not Churned,Not Churned,55,Joined,5
2474-BRUCM,1,Other,Don't know,84,Churned,1
2243-FNMMI,0,Not Churned,Not Churned,32,Stayed,3
8286-AFUYI,0,Not Churned,Not Churned,35,Joined,4
5376-PCKNB,0,Not Churned,Not Churned,29,Stayed,5
8410-BGQXN,0,Not Churned,Not Churned,54,Stayed,5
5144-PQCDZ,0,Not Churned,Not Churned,64,Stayed,5
8659-HDIYE,0,Not Churned,Not Churned,58,Stayed,4
0716-BQNDX,0,Not Churned,Not Churned,75,Stayed,3
3796-ENZGF,0,Not Churned,Not Churned,36,Stayed,4
8752-GHJFU,0,Not Churned,Not Churned,66,Stayed,3
6427-FEFIG,0,Not Churned,Not Churned,30,Stayed,4
5730-RIITO,0,Not Churned,Not Churned,79,Stayed,3
2796-UUZZO,0,Not Churned,Not Churned,66,Stayed,4
8039-EQPIM,0,Not Churned,Not Churned,44,Stayed,3
0707-HOVVN,0,Not Churned,Not Churned,62,Stayed,4
6549-YMFAW,0,Not Churned,Not Churned,69,Stayed,4
1226-UDFZR,1,Dissatisfaction,Network reliability,78,Churned,1
6347-DCUIK,1,Attitude,Attitude of support person,90,Churned,1
1356-MKYSK,0,Not Churned,Not Churned,68,Stayed,3
0032-PGELS,1,Attitude,Attitude of service provider,74,Churned,1
3486-HOOGQ,0,Not Churned,Not Churned,41,Stayed,3
3870-MQAMG,1,Competitor,Competitor had better devices,90,Churned,1
2256-YLYLP,0,Not Churned,Not Churned,27,Stayed,4
8070-AAWZP,0,Not Churned,Not Churned,63,Stayed,4
9610-WCESF,0,Not Churned,Not Churned,62,Stayed,4
8268-YDIXR,0,Not Churned,Not Churned,56,Stayed,3
6473-ULUHT,0,Not Churned,Not Churned,43,Stayed,3
9489-JMTTN,0,Not Churned,Not Churned,60,Stayed,3
5433-KYGHE,0,Not Churned,Not Churned,33,Stayed,3
0668-OGMHD,0,Not Churned,Not Churned,77,Stayed,4
1122-YJBCS,0,Not Churned,Not Churned,55,Stayed,3
0701-TJSEF,0,Not Churned,Not Churned,40,Stayed,3
1867-TJHTS,0,Not Churned,Not Churned,78,Stayed,4
8740-CRYFY,1,Competitor,Competitor offered higher download speeds,75,Churned,2
0177-PXBAT,0,Not Churned,Not Churned,59,Stayed,3
8672-OAUPW,0,Not Churned,Not Churned,56,Stayed,4
9978-HYCIN,0,Not Churned,Not Churned,68,Stayed,3
8166-ZZTFS,1,Attitude,Attitude of support person,94,Churned,3
1228-FZFRV,1,Price,Extra data charges,79,Churned,1
0056-EPFBG,0,Not Churned,Not Churned,29,Stayed,3
9402-CXWPL,0,Not Churned,Not Churned,20,Stayed,5
7607-QKKTJ,0,Not Churned,Not Churned,27,Stayed,4
8329-IBCTI,1,Competitor,Competitor made better offer,91,Churned,3
8272-ONJLV,0,Not Churned,Not Churned,41,Stayed,5
0619-OLYUR,0,Not Churned,Not Churned,80,Stayed,3
7562-GSUHK,1,Competitor,Competitor made better offer,75,Churned,1
7977-HXJKU,0,Not Churned,Not Churned,46,Stayed,3
4840-ORQXB,0,Not Churned,Not Churned,35,Stayed,3
9170-CCKOU,1,Dissatisfaction,Product dissatisfaction,91,Churned,1
3546-GHEAE,0,Not Churned,Not Churned,42,Stayed,5
0530-IJVDB,0,Not Churned,Not Churned,65,Stayed,4
7110-BDTWG,0,Not Churned,Not Churned,76,Stayed,4
4143-OOBWZ,1,Attitude,Attitude of service provider,91,Churned,2
7321-VGNKU,0,Not Churned,Not Churned,39,Joined,3
9578-FOMUK,0,Not Churned,Not Churned,57,Stayed,3
9178-JHUVJ,0,Not Churned,Not Churned,26,Stayed,3
4628-CTTLA,1,Dissatisfaction,Lack of self-service on Website,66,Churned,1
7845-URHJN,1,Price,Price too high,91,Churned,3
2890-WFBHU,0,Not Churned,Not Churned,64,Stayed,3
7569-NMZYQ,0,Not Churned,Not Churned,49,Stayed,4
2788-CJQAQ,0,Not Churned,Not Churned,37,Stayed,5
3658-QQJYD,0,Not Churned,Not Churned,77,Stayed,4
8734-FNWVH,0,Not Churned,Not Churned,20,Stayed,5
2560-PPCHE,0,Not Churned,Not Churned,73,Stayed,5
8592-PLTMQ,0,Not Churned,Not Churned,32,Stayed,5
1955-IBMMB,0,Not Churned,Not Churned,65,Stayed,4
1370-GGAWX,0,Not Churned,Not Churned,70,Stayed,5
0277-BKSQP,0,Not Churned,Not Churned,62,Stayed,4
8241-JUIQO,0,Not Churned,Not Churned,26,Stayed,4
0027-KWYKW,0,Not Churned,Not Churned,78,Stayed,4
4393-RYCRE,0,Not Churned,Not Churned,60,Stayed,3
1228-ZLNBX,0,Not Churned,Not Churned,50,Stayed,3
8815-LMFLX,0,Not Churned,Not Churned,26,Stayed,3
3672-YITQD,1,Competitor,Competitor made better offer,79,Churned,1
3308-JSGML,0,Not Churned,Not Churned,49,Stayed,3
8205-VSLRB,0,Not Churned,Not Churned,23,Stayed,3
4102-OQUPX,1,Competitor,Competitor made better offer,91,Churned,3
7718-UPSKJ,0,Not Churned,Not Churned,26,Stayed,4
1389-CXMLU,1,Competitor,Competitor made better offer,91,Churned,2
9544-PYPSJ,0,Not Churned,Not Churned,37,Stayed,4
4860-IJUDE,0,Not Churned,Not Churned,78,Stayed,3
1791-PQHBB,0,Not Churned,Not Churned,31,Joined,4
9504-YAZWB,0,Not Churned,Not Churned,79,Stayed,4
7794-JASDG,0,Not Churned,Not Churned,80,Joined,3
7825-ECJRF,1,Dissatisfaction,Network reliability,71,Churned,1
1379-FRVEB,0,Not Churned,Not Churned,48,Stayed,4
1329-VHWNP,0,Not Churned,Not Churned,63,Stayed,4
0409-WTMPL,0,Not Churned,Not Churned,55,Stayed,3
9496-IVVRP,0,Not Churned,Not Churned,49,Stayed,3
7852-LECYP,0,Not Churned,Not Churned,43,Stayed,4
5338-YHWYT,0,Not Churned,Not Churned,77,Stayed,3
3956-MGXOG,0,Not Churned,Not Churned,70,Stayed,5
5196-WPYOW,0,Not Churned,Not Churned,21,Stayed,4
7853-OETYL,0,Not Churned,Not Churned,35,Stayed,3
4524-QCSSM,0,Not Churned,Not Churned,33,Stayed,4
7967-HYCDE,0,Not Churned,Not Churned,27,Stayed,5
9795-SHUHB,0,Not Churned,Not Churned,79,Stayed,3
1402-PTHGN,0,Not Churned,Not Churned,67,Stayed,4
5868-YWPDW,1,Dissatisfaction,Limited range of services,72,Churned,2
6179-GJPSO,1,Competitor,Competitor made better offer,86,Churned,1
6313-GIDIT,1,Price,Price too high,65,Churned,2
6331-LWDTQ,1,Dissatisfaction,Limited range of services,91,Churned,2
0939-YAPAF,1,Competitor,Competitor offered higher download speeds,72,Churned,3
3633-CDBUW,0,Not Churned,Not Churned,24,Stayed,5
0787-LHDYT,0,Not Churned,Not Churned,64,Stayed,3
6625-UTXEW,0,Not Churned,Not Churned,57,Stayed,3
1089-XZWHH,0,Not Churned,Not Churned,31,Stayed,5
9766-HGEDE,0,Not Churned,Not Churned,77,Stayed,5
0224-RLWWD,0,Not Churned,Not Churned,44,Joined,3
3780-DDGSE,0,Not Churned,Not Churned,38,Stayed,5
5965-GGPRW,0,Not Churned,Not Churned,78,Stayed,3
2154-KVJFF,1,Dissatisfaction,Limited range of services,65,Churned,3
4210-QFJMF,1,Competitor,Competitor made better offer,68,Churned,1
6340-DACFT,0,Not Churned,Not Churned,34,Stayed,4
6061-GWWAV,0,Not Churned,Not Churned,56,Stayed,4
4634-JLRJT,0,Not Churned,Not Churned,40,Joined,4
8792-AOROI,0,Not Churned,Not Churned,72,Stayed,3
2815-CPTUL,1,Price,Price too high,89,Churned,2
4199-QHJNM,0,Not Churned,Not Churned,52,Stayed,3
8024-XNAFQ,0,Not Churned,Not Churned,56,Stayed,4
1699-TLDLZ,0,Not Churned,Not Churned,43,Stayed,3
1723-HKXJQ,1,Other,Don't know,66,Churned,2
0635-WKOLD,0,Not Churned,Not Churned,32,Stayed,5
3429-IFLEM,0,Not Churned,Not Churned,61,Stayed,3
7242-QZLXF,1,Competitor,Competitor made better offer,91,Churned,2
8705-DWKTI,0,Not Churned,Not Churned,40,Stayed,3
8169-SAEJD,0,Not Churned,Not Churned,28,Stayed,3
1173-XZPYF,0,Not Churned,Not Churned,32,Stayed,4
2294-DMMUS,0,Not Churned,Not Churned,37,Stayed,5
0380-NEAVX,0,Not Churned,Not Churned,71,Stayed,5
5384-ZTTWP,0,Not Churned,Not Churned,34,Stayed,4
9199-PWQVC,0,Not Churned,Not Churned,30,Stayed,3
9323-HGFWY,0,Not Churned,Not Churned,69,Stayed,3
1580-BMCMR,0,Not Churned,Not Churned,70,Stayed,3
0603-TPMIB,0,Not Churned,Not Churned,30,Stayed,4
8821-KVZKQ,0,Not Churned,Not Churned,43,Stayed,5
8992-VONJD,0,Not Churned,Not Churned,22,Stayed,3
1153-GNOLC,0,Not Churned,Not Churned,40,Stayed,4
7343-EOBEU,0,Not Churned,Not Churned,27,Joined,5
5161-UBZXI,0,Not Churned,Not Churned,58,Stayed,4
6537-QLGEX,0,Not Churned,Not Churned,39,Stayed,3
6339-YPSAH,0,Not Churned,Not Churned,52,Stayed,3
5692-ICXLW,0,Not Churned,Not Churned,60,Stayed,5
9931-KGHOA,0,Not Churned,Not Churned,40,Stayed,3
8878-HMWBV,1,Competitor,Competitor had better devices,68,Churned,1
1414-YADCW,0,Not Churned,Not Churned,39,Stayed,3
2001-EWBQU,0,Not Churned,Not Churned,75,Stayed,5
5546-BYZSM,0,Not Churned,Not Churned,80,Stayed,5
8573-CGOCC,0,Not Churned,Not Churned,55,Stayed,5
6682-QJDGB,1,Competitor,Competitor made better offer,65,Churned,1
4829-ZLJTK,0,Not Churned,Not Churned,37,Stayed,3
0983-TATYJ,0,Not Churned,Not Churned,59,Stayed,3
8160-HOWOX,0,Not Churned,Not Churned,43,Stayed,4
5766-XQXMQ,1,Competitor,Competitor made better offer,79,Churned,1
2232-DMLXU,1,Dissatisfaction,Poor expertise of online support,81,Churned,2
9501-UKKNL,0,Not Churned,Not Churned,30,Stayed,3
1066-JKSGK,1,Competitor,Competitor made better offer,92,Churned,1
5219-YIPTK,1,Dissatisfaction,Service dissatisfaction,71,Churned,1
9475-NNDGC,0,Not Churned,Not Churned,75,Stayed,3
6664-FPDAC,1,Attitude,Attitude of service provider,91,Churned,3
0930-EHUZA,0,Not Churned,Not Churned,38,Stayed,5
5181-OABFK,0,Not Churned,Not Churned,72,Stayed,3
7813-TKCVO,0,Not Churned,Not Churned,57,Stayed,3
1699-UOTXU,0,Not Churned,Not Churned,40,Stayed,3
1548-FEHVL,0,Not Churned,Not Churned,74,Stayed,4
0128-MKWSG,0,Not Churned,Not Churned,45,Stayed,4
4293-ETKAP,0,Not Churned,Not Churned,65,Stayed,4
9788-HNGUT,0,Not Churned,Not Churned,78,Stayed,3
5223-UZAVK,0,Not Churned,Not Churned,77,Stayed,5
7602-MVRMB,0,Not Churned,Not Churned,41,Stayed,4
7219-TLZHO,0,Not Churned,Not Churned,76,Stayed,5
2568-BRGYX,1,Competitor,Competitor had better devices,92,Churned,1
8468-EHYJA,0,Not Churned,Not Churned,42,Stayed,4
1452-KIOVK,0,Not Churned,Not Churned,43,Stayed,4
0114-PEGZZ,0,Not Churned,Not Churned,33,Stayed,3
5393-HJZSM,0,Not Churned,Not Churned,70,Stayed,3
5996-NRVXR,0,Not Churned,Not Churned,53,Stayed,3
6683-VLCTZ,1,Competitor,Competitor made better offer,92,Churned,3
5832-EXGTT,0,Not Churned,Not Churned,76,Stayed,3
2696-NARTR,1,Other,Moved,66,Churned,2
0848-ZGQIJ,0,Not Churned,Not Churned,36,Stayed,5
5331-RGMTT,0,Not Churned,Not Churned,34,Stayed,5
7632-YUTXB,0,Not Churned,Not Churned,60,Stayed,4
6199-IWKGC,0,Not Churned,Not Churned,59,Stayed,5
3585-ISXZP,1,Attitude,Attitude of support person,95,Churned,3
8085-MSNLK,0,Not Churned,Not Churned,71,Stayed,3
3523-BRGUW,0,Not Churned,Not Churned,64,Stayed,5
7079-QRCBC,1,Competitor,Competitor had better devices,85,Churned,1
9480-BQJEI,0,Not Churned,Not Churned,58,Stayed,4
0661-XEYAN,1,Competitor,Competitor had better devices,90,Churned,1
4942-VZZOM,0,Not Churned,Not Churned,25,Stayed,3
7853-GVUDZ,1,Price,Long distance charges,70,Churned,2
4000-VGMQP,0,Not Churned,Not Churned,60,Stayed,5
0623-EJQEG,0,Not Churned,Not Churned,76,Stayed,3
7112-OPOTK,1,Attitude,Attitude of support person,91,Churned,2
9281-OFDMF,0,Not Churned,Not Churned,39,Stayed,4
0936-NQLJU,0,Not Churned,Not Churned,79,Stayed,3
3987-KQDDU,0,Not Churned,Not Churned,30,Stayed,3
1498-NHTLT,0,Not Churned,Not Churned,21,Stayed,3
0772-GYEQQ,1,Competitor,Competitor offered more data,93,Churned,2
6967-PEJLL,0,Not Churned,Not Churned,48,Stayed,4
3474-BAFSJ,0,Not Churned,Not Churned,75,Stayed,4
8699-ASUFO,1,Attitude,Attitude of service provider,96,Churned,3
5442-PPTJY,0,Not Churned,Not Churned,24,Stayed,4
3378-AJRAO,0,Not Churned,Not Churned,58,Stayed,3
3301-VKTGC,0,Not Churned,Not Churned,48,Stayed,3
0625-AFOHS,0,Not Churned,Not Churned,69,Stayed,3
0862-PRCBS,0,Not Churned,Not Churned,45,Stayed,3
9840-DVNDC,1,Attitude,Attitude of support person,96,Churned,2
9225-BZLNZ,0,Not Churned,Not Churned,52,Stayed,3
4578-PHJYZ,0,Not Churned,Not Churned,51,Stayed,3
1010-DIAUQ,1,Competitor,Competitor made better offer,91,Churned,3
6202-DYYFX,0,Not Churned,Not Churned,41,Stayed,4
9224-VTYID,0,Not Churned,Not Churned,30,Stayed,3
0133-BMFZO,1,Competitor,Competitor offered higher download speeds,94,Churned,2
1676-MQAOA,0,Not Churned,Not Churned,55,Stayed,3
6210-KBBPI,1,Competitor,Competitor had better devices,93,Churned,1
5515-AKOAJ,1,Dissatisfaction,Service dissatisfaction,75,Churned,1
5481-NTDOH,0,Not Churned,Not Churned,21,Stayed,3
2623-DRYAM,0,Not Churned,Not Churned,47,Stayed,3
2659-VXMWZ,1,Attitude,Attitude of support person,85,Churned,3
7982-VCELR,0,Not Churned,Not Churned,22,Stayed,4
5928-QLDHB,0,Not Churned,Not Churned,62,Stayed,5
7716-YTYHG,1,Competitor,Competitor offered higher download speeds,93,Churned,2
7614-QVWQL,1,Other,Moved,67,Churned,2
8111-RKSPX,1,Dissatisfaction,Service dissatisfaction,89,Churned,2
5799-JRCZO,0,Not Churned,Not Churned,44,Stayed,5
3794-NFNCH,0,Not Churned,Not Churned,29,Stayed,4
9554-DFKIC,0,Not Churned,Not Churned,38,Stayed,4
6016-LVTJQ,0,Not Churned,Not Churned,74,Stayed,3
8405-IGQFX,0,Not Churned,Not Churned,45,Stayed,3
0899-WZRSD,0,Not Churned,Not Churned,31,Stayed,3
3645-DEYGF,0,Not Churned,Not Churned,25,Joined,5
8337-MSSXB,1,Attitude,Attitude of service provider,74,Churned,2
9099-FTUHS,0,Not Churned,Not Churned,22,Stayed,3
9974-JFBHQ,0,Not Churned,Not Churned,52,Stayed,5
5461-QKNTN,0,Not Churned,Not Churned,63,Stayed,3
8167-GJLRN,0,Not Churned,Not Churned,55,Joined,4
9412-GHEEC,1,Competitor,Competitor had better devices,88,Churned,1
8648-PFRMP,0,Not Churned,Not Churned,44,Stayed,4
2525-GVKQU,0,Not Churned,Not Churned,35,Stayed,3
0406-BPDVR,1,Price,Lack of affordable download/upload speed,68,Churned,2
0336-KXKFK,0,Not Churned,Not Churned,38,Stayed,3
1468-DEFNC,0,Not Churned,Not Churned,68,Stayed,3
0215-BQKGS,0,Not Churned,Not Churned,66,Stayed,4
5649-TJHOV,1,Dissatisfaction,Product dissatisfaction,93,Churned,1
1384-RCUXW,0,Not Churned,Not Churned,24,Stayed,4
1541-ETJZO,1,Other,Moved,86,Churned,2
7534-BFESC,1,Competitor,Competitor made better offer,91,Churned,2
5357-TZHPP,1,Attitude,Attitude of support person,83,Churned,2
5844-QVTAT,0,Not Churned,Not Churned,21,Stayed,4
1397-XKKWR,0,Not Churned,Not Churned,39,Stayed,4
4118-CEVPF,0,Not Churned,Not Churned,35,Stayed,3
7134-MJPDY,0,Not Churned,Not Churned,40,Stayed,3
6569-KTMDU,0,Not Churned,Not Churned,26,Joined,5
