Customer ID,Referred a Friend,Number of Referrals,Offer,Contract,Tenure in Months,Quarter
3452-FLHYD,1,3,No offer,One Year,25,Q3
1024-GUALD,1,4,Offer E,Month-to-Month,1,Q3
1298-PHBTI,1,9,No offer,Two Year,71,Q3
9546-KDTRB,0,0,No offer,Month-to-Month,19,Q3
4849-PYRLQ,0,0,No offer,Two Year,56,Q3
8883-ANODQ,1,3,No offer,Two Year,68,Q3
0003-MKNFE,0,0,No offer,Month-to-Month,9,Q3
4177-JPDFU,0,0,Offer D,Month-to-Month,12,Q3
0723-DRCLG,1,1,No offer,Month-to-Month,1,Q3
5734-EJKXG,0,0,Offer B,One Year,61,Q3
5567-GZKQY,0,0,Offer B,Two Year,58,Q3
5792-JALQC,0,0,Offer B,Two Year,52,Q3
5985-BEHZK,1,1,Offer A,One Year,72,Q3
9822-BIIGN,0,0,Offer B,Month-to-Month,53,Q3
7021-XSNYE,1,4,No offer,Two Year,7,Q3
6088-BXMRG,1,2,No offer,Month-to-Month,32,Q3
5117-ZSMHQ,1,9,Offer A,Two Year,71,Q3
2209-XADXF,0,0,Offer E,Month-to-Month,1,Q3
8058-DMYRU,0,0,No offer,Two Year,54,Q3
0480-KYJVA,1,8,No offer,Two Year,72,Q3
1074-AMIOH,1,1,No offer,Month-to-Month,53,Q3
0186-CAERR,0,0,No offer,One Year,71,Q3
6000-UKLWI,0,0,No offer,Two Year,41,Q3
7446-YPODE,0,0,No offer,Two Year,11,Q3
9509-MPYOD,0,0,Offer C,One Year,35,Q3
8065-QBYTO,0,0,Offer A,One Year,71,Q3
8996-ZROXE,0,0,Offer B,One Year,57,Q3
9752-ZNQUT,0,0,Offer E,Month-to-Month,1,Q3
7044-YAACC,1,5,No offer,Two Year,4,Q3
8185-UPYBR,1,4,No offer,Month-to-Month,6,Q3
5446-DKWYW,1,9,Offer B,One Year,61,Q3
3627-FHKBK,0,0,No offer,Month-to-Month,1,Q3
4826-XTSOH,0,0,No offer,Month-to-Month,1,Q3
1094-BKOSX,1,10,No offer,One Year,45,Q3
1373-ORVIZ,1,1,Offer D,Month-to-Month,11,Q3
0843-WTBXE,0,0,No offer,Month-to-Month,53,Q3
9306-CPCBC,0,0,No offer,Month-to-Month,3,Q3
4821-SJHJV,1,6,No offer,Month-to-Month,32,Q3
7940-UQQUG,1,4,No offer,One Year,64,Q3
9639-BUJXT,0,0,No offer,One Year,63,Q3
4686-UXDML,0,0,No offer,Month-to-Month,21,Q3
3308-MHOOC,0,0,No offer,Month-to-Month,1,Q3
3740-RLMVT,1,7,Offer A,One Year,67,Q3
6386-SZZKH,1,1,No offer,Two Year,49,Q3
1265-XTECC,1,5,No offer,One Year,68,Q3
4789-KWMXN,1,1,Offer B,One Year,47,Q3
8311-UEUAB,1,5,Offer A,Two Year,67,Q3
4342-HENTK,0,0,No offer,Month-to-Month,2,Q3
7688-AWMDX,1,5,No offer,Two Year,71,Q3
1820-DJFPH,1,4,No offer,Two Year,72,Q3
9220-ZNKJI,1,5,No offer,Two Year,55,Q3
2541-YGPKE,1,10,No offer,One Year,42,Q3
2675-OTVVJ,1,5,Offer C,Two Year,31,Q3
7504-UWHNB,0,0,Offer C,Month-to-Month,25,Q3
0962-CQPWQ,1,1,No offer,Two Year,62,Q3
0667-NSRGI,1,3,No offer,One Year,48,Q3
0030-FNXPP,0,0,No offer,Month-to-Month,3,Q3
9467-ROOLM,0,0,Offer C,Month-to-Month,25,Q3
2985-JUUBZ,1,5,Offer B,Month-to-Month,40,Q3
0756-MPZRL,0,0,Offer B,One Year,46,Q3
1400-MMYXY,1,1,No offer,Month-to-Month,3,Q3
3003-CMDUU,0,0,No offer,Month-to-Month,25,Q3
1971-DTCZB,1,6,No offer,Two Year,72,Q3
7587-AOVVU,0,0,No offer,Month-to-Month,27,Q3
7696-AMHOD,1,10,No offer,One Year,49,Q3
1304-NECVQ,0,0,Offer E,Month-to-Month,2,Q3
9546-CQJSU,0,0,No offer,Month-to-Month,2,Q3
4973-RLZVI,0,0,No offer,One Year,30,Q3
6574-MCOEH,1,2,No offer,One Year,33,Q3
6357-JJPQT,0,0,No offer,Month-to-Month,3,Q3
8849-GYOKR,1,2,No offer,One Year,54,Q3
4360-PNRQB,0,0,Offer D,Month-to-Month,18,Q3
0196-VULGZ,1,1,No offer,Month-to-Month,6,Q3
7503-QQRVF,1,1,Offer D,Month-to-Month,16,Q3
1704-NRWYE,0,0,No offer,Month-to-Month,9,Q3
7605-BDWDC,0,0,No offer,Two Year,31,Q3
7078-NVFAM,1,3,No offer,Month-to-Month,32,Q3
0307-BCOPK,0,0,Offer D,One Year,16,Q3
1722-LDZJS,1,1,No offer,One Year,53,Q3
0390-DCFDQ,1,1,Offer E,Month-to-Month,1,Q3
8627-EHGIP,0,0,Offer B,One Year,44,Q3
5399-ZIMKF,0,0,No offer,Month-to-Month,5,Q3
5802-ADBRC,1,7,Offer B,One Year,50,Q3
0254-KCJGT,1,6,Offer B,One Year,52,Q3
4855-SNKMY,0,0,Offer E,Month-to-Month,1,Q3
6985-HAYWX,1,5,No offer,Month-to-Month,26,Q3
8220-OCUFY,0,0,No offer,One Year,21,Q3
3941-XTSKM,1,6,No offer,One Year,42,Q3
3813-DHBBB,1,10,No offer,Two Year,67,Q3
2087-QAREY,1,1,Offer D,Month-to-Month,22,Q3
4250-WAROZ,1,4,No offer,One Year,60,Q3
8741-LQOBK,1,9,No offer,Month-to-Month,46,Q3
3572-UOLYZ,0,0,No offer,Month-to-Month,46,Q3
7399-QHBJS,1,8,No offer,Two Year,72,Q3
7252-NTGSS,0,0,No offer,Month-to-Month,1,Q3
5474-LAMUQ,1,9,Offer C,One Year,24,Q3
7989-AWGEH,1,8,Offer B,Month-to-Month,49,Q3
5035-PGZXH,0,0,No offer,One Year,56,Q3
7610-TVOPG,0,0,No offer,Month-to-Month,15,Q3
8495-PRWFH,0,0,No offer,Month-to-Month,42,Q3
7777-UNYHB,1,3,No offer,Month-to-Month,12,Q3
3413-CSSTH,0,0,No offer,Month-to-Month,41,Q3
5514-YQENT,0,0,No offer,Two Year,41,Q3
7064-JHXCE,1,5,Offer B,Two Year,62,Q3
6586-MYGKD,1,1,Offer A,Two Year,70,Q3
0899-LIIBW,1,8,No offer,Month-to-Month,34,Q3
3217-FZDMN,0,0,Offer E,Month-to-Month,8,Q3
0436-TWFFZ,0,0,Offer A,Two Year,67,Q3
7176-WIONM,1,10,Offer D,Month-to-Month,12,Q3
0537-QYZZN,1,6,Offer C,Two Year,24,Q3
1686-STUHN,0,0,No offer,One Year,42,Q3
9127-FHJBZ,1,1,No offer,Two Year,72,Q3
7302-ZHMHP,0,0,No offer,Month-to-Month,1,Q3
1195-OIYEJ,0,0,Offer D,Month-to-Month,13,Q3
2335-GSODA,0,0,No offer,Two Year,23,Q3
6465-GSRCL,0,0,Offer A,One Year,67,Q3
5569-KGJHX,1,1,Offer E,Month-to-Month,9,Q3
5619-PTMIK,1,1,Offer B,Month-to-Month,46,Q3
4674-HGNUA,1,6,Offer A,Two Year,71,Q3
4723-BEGSG,1,1,No offer,Two Year,72,Q3
9489-UTFKA,1,9,Offer E,One Year,8,Q3
0019-GFNTW,0,0,No offer,Two Year,56,Q3
6248-TKCQV,1,5,No offer,Two Year,70,Q3
3154-HMWUU,1,9,Offer B,Two Year,60,Q3
7568-PODML,0,0,No offer,Month-to-Month,1,Q3
4750-ZRXIU,0,0,No offer,Month-to-Month,4,Q3
5322-ZSMZY,1,7,No offer,Two Year,31,Q3
1518-OMDIK,1,6,Offer C,Month-to-Month,33,Q3
9798-OPFEM,0,0,Offer B,Two Year,46,Q3
9361-YNQWJ,0,0,Offer B,One Year,64,Q3
5469-NUJUR,0,0,No offer,Two Year,19,Q3
3729-OWRVL,0,0,No offer,Two Year,65,Q3
9909-IDLEK,1,7,Offer D,Month-to-Month,20,Q3
8967-SZQAS,0,0,Offer D,Month-to-Month,14,Q3
2027-FECZV,0,0,No offer,Month-to-Month,12,Q3
0298-XACET,1,1,No offer,Two Year,52,Q3
6122-LJADA,1,7,No offer,Two Year,70,Q3
9640-ZSLDC,1,3,No offer,One Year,53,Q3
4955-VCWBI,1,5,No offer,One Year,43,Q3
3798-EPWRR,0,0,Offer E,Month-to-Month,2,Q3
2474-BRUCM,1,1,No offer,Month-to-Month,40,Q3
2243-FNMMI,0,0,Offer D,Month-to-Month,20,Q3
8286-AFUYI,0,0,Offer E,Month-to-Month,1,Q3
5376-PCKNB,1,5,Offer A,One Year,72,Q3
8410-BGQXN,0,0,No offer,Month-to-Month,4,Q3
5144-PQCDZ,0,0,No offer,Month-to-Month,4,Q3
8659-HDIYE,0,0,No offer,Two Year,64,Q3
0716-BQNDX,0,0,No offer,Two Year,57,Q3
3796-ENZGF,1,2,No offer,Two Year,63,Q3
8752-GHJFU,1,7,No offer,One Year,71,Q3
6427-FEFIG,1,8,Offer C,Two Year,24,Q3
5730-RIITO,0,0,No offer,Two Year,43,Q3
2796-UUZZO,1,9,Offer B,Month-to-Month,63,Q3
8039-EQPIM,1,7,No offer,Two Year,69,Q3
0707-HOVVN,0,0,Offer A,Two Year,70,Q3
6549-YMFAW,1,1,No offer,One Year,9,Q3
1226-UDFZR,0,0,Offer E,Month-to-Month,2,Q3
6347-DCUIK,0,0,Offer D,Month-to-Month,10,Q3
1356-MKYSK,0,0,Offer E,Month-to-Month,6,Q3
0032-PGELS,1,1,No offer,Month-to-Month,1,Q3
3486-HOOGQ,1,3,Offer A,Two Year,70,Q3
3870-MQAMG,1,1,Offer B,One Year,54,Q3
2256-YLYLP,1,4,No offer,Two Year,68,Q3
8070-AAWZP,1,3,No offer,Two Year,24,Q3
9610-WCESF,0,0,No offer,Two Year,67,Q3
8268-YDIXR,1,1,Offer B,One Year,56,Q3
6473-ULUHT,1,5,Offer D,Month-to-Month,16,Q3
9489-JMTTN,1,1,Offer A,Two Year,72,Q3
5433-KYGHE,0,0,Offer D,Month-to-Month,14,Q3
0668-OGMHD,1,8,Offer D,Month-to-Month,21,Q3
1122-YJBCS,1,7,Offer A,One Year,69,Q3
0701-TJSEF,0,0,Offer E,Month-to-Month,9,Q3
1867-TJHTS,0,0,No offer,Month-to-Month,58,Q3
8740-CRYFY,0,0,Offer E,Month-to-Month,1,Q3
0177-PXBAT,1,7,No offer,One Year,33,Q3
8672-OAUPW,0,0,No offer,One Year,51,Q3
9978-HYCIN,1,1,No offer,One Year,47,Q3
8166-ZZTFS,1,1,No offer,Two Year,66,Q3
1228-FZFRV,0,0,No offer,Month-to-Month,50,Q3
0056-EPFBG,1,4,No offer,Two Year,20,Q3
9402-CXWPL,0,0,Offer A,One Year,70,Q3
7607-QKKTJ,1,6,No offer,One Year,45,Q3
8329-IBCTI,0,0,Offer E,Month-to-Month,1,Q3
8272-ONJLV,0,0,Offer D,One Year,12,Q3
0619-OLYUR,1,1,No offer,Two Year,72,Q3
7562-GSUHK,0,0,No offer,Month-to-Month,16,Q3
7977-HXJKU,0,0,Offer D,Two Year,21,Q3
4840-ORQXB,0,0,No offer,Two Year,56,Q3
9170-CCKOU,1,1,Offer D,Month-to-Month,17,Q3
3546-GHEAE,0,0,No offer,Two Year,7,Q3
0530-IJVDB,0,0,Offer A,Two Year,70,Q3
7110-BDTWG,1,4,No offer,Two Year,71,Q3
4143-OOBWZ,0,0,Offer E,Month-to-Month,5,Q3
7321-VGNKU,1,1,Offer E,Month-to-Month,2,Q3
9578-FOMUK,0,0,No offer,Month-to-Month,15,Q3
9178-JHUVJ,1,1,Offer C,Two Year,24,Q3
4628-CTTLA,0,0,Offer B,Month-to-Month,57,Q3
7845-URHJN,1,1,No offer,Month-to-Month,8,Q3
2890-WFBHU,0,0,Offer B,One Year,59,Q3
7569-NMZYQ,1,1,No offer,Two Year,72,Q3
2788-CJQAQ,0,0,Offer D,One Year,13,Q3
3658-QQJYD,0,0,Offer B,One Year,62,Q3
8734-FNWVH,1,6,No offer,Month-to-Month,31,Q3
2560-PPCHE,0,0,No offer,One Year,65,Q3
8592-PLTMQ,0,0,Offer B,One Year,64,Q3
1955-IBMMB,0,0,No offer,Two Year,59,Q3
1370-GGAWX,0,0,No offer,One Year,46,Q3
0277-BKSQP,1,10,Offer E,Month-to-Month,8,Q3
8241-JUIQO,0,0,Offer B,One Year,61,Q3
0027-KWYKW,1,1,Offer D,Month-to-Month,23,Q3
4393-RYCRE,0,0,No offer,One Year,44,Q3
1228-ZLNBX,0,0,No offer,Month-to-Month,21,Q3
8815-LMFLX,1,8,Offer C,Month-to-Month,25,Q3
3672-YITQD,1,1,Offer C,Month-to-Month,36,Q3
3308-JSGML,1,3,No offer,Two Year,59,Q3
8205-VSLRB,1,2,No offer,Two Year,70,Q3
4102-OQUPX,1,1,No offer,Month-to-Month,1,Q3
7718-UPSKJ,1,9,Offer A,One Year,69,Q3
1389-CXMLU,0,0,Offer E,Month-to-Month,3,Q3
9544-PYPSJ,1,1,No offer,Two Year,62,Q3
4860-IJUDE,0,0,No offer,Month-to-Month,13,Q3
1791-PQHBB,0,0,Offer E,Month-to-Month,2,Q3
9504-YAZWB,0,0,No offer,Two Year,53,Q3
7794-JASDG,0,0,Offer E,Month-to-Month,1,Q3
7825-ECJRF,0,0,No offer,Month-to-Month,19,Q3
1379-FRVEB,0,0,Offer D,Month-to-Month,15,Q3
1329-VHWNP,0,0,No offer,Month-to-Month,7,Q3
0409-WTMPL,1,8,Offer B,One Year,58,Q3
9496-IVVRP,1,8,No offer,Month-to-Month,11,Q3
7852-LECYP,1,8,Offer D,Two Year,13,Q3
5338-YHWYT,0,0,No offer,Two Year,37,Q3
3956-MGXOG,0,0,No offer,Month-to-Month,28,Q3
5196-WPYOW,1,1,No offer,One Year,67,Q3
7853-OETYL,1,2,Offer E,Month-to-Month,4,Q3
4524-QCSSM,0,0,No offer,Month-to-Month,26,Q3
7967-HYCDE,0,0,Offer E,Month-to-Month,8,Q3
9795-SHUHB,1,9,No offer,Two Year,66,Q3
1402-PTHGN,1,7,Offer D,One Year,18,Q3
5868-YWPDW,1,1,No offer,Month-to-Month,6,Q3
6179-GJPSO,0,0,No offer,Month-to-Month,43,Q3
6313-GIDIT,0,0,No offer,Month-to-Month,53,Q3
6331-LWDTQ,0,0,No offer,Month-to-Month,10,Q3
0939-YAPAF,0,0,Offer C,Month-to-Month,35,Q3
3633-CDBUW,0,0,No offer,One Year,17,Q3
0787-LHDYT,0,0,Offer D,Month-to-Month,16,Q3
6625-UTXEW,1,1,Offer D,Month-to-Month,12,Q3
1089-XZWHH,1,5,No offer,Two Year,24,Q3
9766-HGEDE,1,3,Offer D,One Year,17,Q3
0224-RLWWD,0,0,Offer E,One Year,2,Q3
3780-DDGSE,1,6,Offer C,One Year,35,Q3
5965-GGPRW,1,5,Offer A,Two Year,72,Q3
2154-KVJFF,0,0,Offer D,Month-to-Month,15,Q3
4210-QFJMF,0,0,Offer E,Month-to-Month,4,Q3
6340-DACFT,1,10,No offer,Two Year,50,Q3
6061-GWWAV,0,0,No offer,One Year,41,Q3
4634-JLRJT,0,0,Offer E,Month-to-Month,1,Q3
8792-AOROI,1,1,Offer E,Two Year,8,Q3
2815-CPTUL,0,0,No offer,Month-to-Month,5,Q3
4199-QHJNM,1,9,Offer A,Two Year,67,Q3
8024-XNAFQ,0,0,No offer,Two Year,72,Q3
1699-TLDLZ,1,10,Offer D,Two Year,16,Q3
1723-HKXJQ,0,0,No offer,Month-to-Month,42,Q3
0635-WKOLD,0,0,Offer B,One Year,40,Q3
3429-IFLEM,0,0,Offer A,Two Year,71,Q3
7242-QZLXF,0,0,No offer,Month-to-Month,1,Q3
8705-DWKTI,0,0,No offer,Month-to-Month,52,Q3
8169-SAEJD,1,10,Offer A,Two Year,69,Q3
1173-XZPYF,0,0,Offer D,Month-to-Month,11,Q3
2294-DMMUS,1,9,No offer,Month-to-Month,62,Q3
0380-NEAVX,0,0,No offer,One Year,34,Q3
5384-ZTTWP,1,4,Offer D,Month-to-Month,15,Q3
9199-PWQVC,1,1,Offer B,One Year,63,Q3
9323-HGFWY,0,0,Offer C,One Year,27,Q3
1580-BMCMR,0,0,No offer,Month-to-Month,19,Q3
0603-TPMIB,0,0,Offer B,Two Year,59,Q3
8821-KVZKQ,1,1,Offer A,One Year,70,Q3
8992-VONJD,0,0,No offer,Month-to-Month,13,Q3
1153-GNOLC,0,0,No offer,One Year,33,Q3
7343-EOBEU,1,9,Offer E,Month-to-Month,3,Q3
5161-UBZXI,1,1,No offer,Two Year,69,Q3
6537-QLGEX,0,0,No offer,Month-to-Month,16,Q3
6339-YPSAH,0,0,No offer,Month-to-Month,9,Q3
5692-ICXLW,0,0,No offer,Two Year,31,Q3
9931-KGHOA,1,9,No offer,Month-to-Month,46,Q3
8878-HMWBV,0,0,Offer E,Month-to-Month,3,Q3
1414-YADCW,1,3,Offer A,Two Year,70,Q3
2001-EWBQU,0,0,No offer,Two Year,60,Q3
5546-BYZSM,0,0,Offer B,Month-to-Month,41,Q3
8573-CGOCC,0,0,No offer,Month-to-Month,16,Q3
6682-QJDGB,0,0,No offer,Month-to-Month,40,Q3
4829-ZLJTK,1,5,Offer A,Two Year,72,Q3
0983-TATYJ,1,7,No offer,One Year,33,Q3
8160-HOWOX,0,0,No offer,Month-to-Month,7,Q3
5766-XQXMQ,0,0,No offer,Month-to-Month,29,Q3
2232-DMLXU,0,0,No offer,Month-to-Month,1,Q3
9501-UKKNL,0,0,No offer,Month-to-Month,59,Q3
1066-JKSGK,0,0,No offer,Month-to-Month,1,Q3
5219-YIPTK,1,1,No offer,Month-to-Month,33,Q3
9475-NNDGC,1,8,No offer,One Year,71,Q3
6664-FPDAC,0,0,Offer B,One Year,56,Q3
0930-EHUZA,0,0,No offer,One Year,36,Q3
5181-OABFK,1,7,No offer,Two Year,56,Q3
7813-TKCVO,1,1,No offer,One Year,20,Q3
1699-UOTXU,0,0,Offer B,Two Year,60,Q3
1548-FEHVL,1,6,No offer,Month-to-Month,61,Q3
0128-MKWSG,0,0,No offer,Month-to-Month,26,Q3
4293-ETKAP,1,10,Offer B,Two Year,65,Q3
9788-HNGUT,1,9,Offer A,Two Year,72,Q3
5223-UZAVK,0,0,Offer B,One Year,64,Q3
7602-MVRMB,1,9,No offer,Two Year,72,Q3
7219-TLZHO,1,1,No offer,Month-to-Month,4,Q3
2568-BRGYX,0,0,No offer,Month-to-Month,4,Q3
8468-EHYJA,0,0,Offer B,Month-to-Month,57,Q3
1452-KIOVK,0,0,Offer D,Month-to-Month,22,Q3
0114-PEGZZ,0,0,No offer,Month-to-Month,33,Q3
5393-HJZSM,1,1,Offer C,Month-to-Month,32,Q3
5996-NRVXR,1,2,No offer,One Year,40,Q3
6683-VLCTZ,0,0,No offer,Month-to-Month,20,Q3
5832-EXGTT,1,9,No offer,Month-to-Month,29,Q3
2696-NARTR,0,0,No offer,Month-to-Month,11,Q3
0848-ZGQIJ,1,3,Offer D,Month-to-Month,16,Q3
5331-RGMTT,0,0,No offer,Month-to-Month,54,Q3
7632-YUTXB,1,7,Offer C,One Year,25,Q3
6199-IWKGC,1,5,No offer,One Year,46,Q3
3585-ISXZP,0,0,No offer,Month-to-Month,8,Q3
8085-MSNLK,1,3,Offer B,Two Year,62,Q3
3523-BRGUW,0,0,Offer C,One Year,26,Q3
7079-QRCBC,0,0,No offer,Month-to-Month,24,Q3
9480-BQJEI,0,0,No offer,One Year,62,Q3
0661-XEYAN,0,0,No offer,Month-to-Month,1,Q3
4942-VZZOM,1,3,Offer B,One Year,64,Q3
7853-GVUDZ,1,1,Offer E,Month-to-Month,1,Q3
4000-VGMQP,1,2,No offer,One Year,38,Q3
0623-EJQEG,0,0,Offer B,One Year,65,Q3
7112-OPOTK,0,0,No offer,Month-to-Month,33,Q3
9281-OFDMF,0,0,No offer,Two Year,39,Q3
0936-NQLJU,1,9,Offer B,Two Year,41,Q3
3987-KQDDU,0,0,No offer,Month-to-Month,9,Q3
1498-NHTLT,1,4,Offer B,Two Year,59,Q3
0772-GYEQQ,0,0,Offer E,Month-to-Month,3,Q3
6967-PEJLL,1,7,Offer C,One Year,37,Q3
3474-BAFSJ,1,2,No offer,Two Year,57,Q3
8699-ASUFO,1,1,No offer,Month-to-Month,7,Q3
5442-PPTJY,1,7,Offer D,Two Year,12,Q3
3378-AJRAO,1,7,No offer,One Year,44,Q3
3301-VKTGC,1,1,No offer,One Year,68,Q3
0625-AFOHS,1,5,Offer C,Two Year,29,Q3
0862-PRCBS,1,6,No offer,Two Year,68,Q3
9840-DVNDC,0,0,No offer,Month-to-Month,6,Q3
9225-BZLNZ,1,9,No offer,Two Year,72,Q3
4578-PHJYZ,1,9,No offer,One Year,52,Q3
1010-DIAUQ,0,0,Offer E,Month-to-Month,5,Q3
6202-DYYFX,0,0,Offer D,One Year,22,Q3
9224-VTYID,1,10,Offer B,Two Year,47,Q3
0133-BMFZO,0,0,No offer,Month-to-Month,2,Q3
1676-MQAOA,0,0,Offer A,Two Year,72,Q3
6210-KBBPI,0,0,No offer,Month-to-Month,9,Q3
5515-AKOAJ,0,0,No offer,Month-to-Month,54,Q3
5481-NTDOH,1,8,No offer,One Year,67,Q3
2623-DRYAM,0,0,No offer,One Year,70,Q3
2659-VXMWZ,0,0,Offer A,One Year,67,Q3
7982-VCELR,0,0,No offer,Month-to-Month,36,Q3
5928-QLDHB,0,0,No offer,Month-to-Month,9,Q3
7716-YTYHG,1,1,Offer B,One Year,48,Q3
7614-QVWQL,1,2,No offer,One Year,49,Q3
8111-RKSPX,0,0,Offer E,Month-to-Month,4,Q3
5799-JRCZO,0,0,No offer,Two Year,63,Q3
3794-NFNCH,1,10,Offer C,Month-to-Month,30,Q3
9554-DFKIC,1,6,No offer,Month-to-Month,30,Q3
6016-LVTJQ,1,7,No offer,Month-to-Month,34,Q3
8405-IGQFX,0,0,Offer B,One Year,63,Q3
0899-WZRSD,0,0,No offer,Month-to-Month,56,Q3
3645-DEYGF,0,0,No offer,Month-to-Month,1,Q3
8337-MSSXB,0,0,No offer,Month-to-Month,14,Q3
9099-FTUHS,0,0,No offer,Month-to-Month,23,Q3
9974-JFBHQ,0,0,Offer B,Month-to-Month,64,Q3
5461-QKNTN,1,1,No offer,One Year,43,Q3
8167-GJLRN,0,0,No offer,Month-to-Month,3,Q3
9412-GHEEC,0,0,No offer,Month-to-Month,40,Q3
8648-PFRMP,0,0,No offer,Two Year,14,Q3
2525-GVKQU,0,0,Offer B,Two Year,60,Q3
0406-BPDVR,0,0,Offer B,One Year,54,Q3
0336-KXKFK,0,0,No offer,Two Year,72,Q3
1468-DEFNC,1,9,No offer,Two Year,64,Q3
0215-BQKGS,0,0,Offer C,Month-to-Month,30,Q3
5649-TJHOV,1,1,Offer C,Month-to-Month,27,Q3
1384-RCUXW,0,0,No offer,Month-to-Month,16,Q3
1541-ETJZO,0,0,Offer E,Month-to-Month,1,Q3
7534-BFESC,0,0,Offer C,Month-to-Month,24,Q3
5357-TZHPP,0,0,No offer,Month-to-Month,9,Q3
5844-QVTAT,1,8,Offer C,One Year,33,Q3
1397-XKKWR,0,0,No offer,One Year,7,Q3
4118-CEVPF,0,0,No offer,One Year,35,Q3
7134-MJPDY,0,0,Offer A,One Year,66,Q3
6569-KTMDU,0,0,No offer,Month-to-Month,1,Q3
6736-DHUQI,1,5,No offer,One Year,67,Q3
5148-HKFIR,0,0,No offer,Two Year,20,Q3
0374-IOEGQ,0,0,No offer,Month-to-Month,3,Q3
0661-KBKPA,1,7,No offer,One Year,53,Q3
2482-CZGBB,0,0,No offer,Month-to-Month,10,Q3
0512-FLFDW,1,3,No offer,One Year,60,Q3
6139-ZZRBQ,0,0,No offer,Two Year,64,Q3
1371-DWPAZ,1,2,No offer,Two Year,10,Q3
8375-DKEBR,0,0,Offer E,Month-to-Month,1,Q3
6485-QXWWE,0,0,Offer B,Two Year,62,Q3
1223-UNPKS,1,4,No offer,Two Year,20,Q3
5816-SCGFC,0,0,No offer,Two Year,7,Q3
6060-DRTNL,0,0,No offer,Month-to-Month,5,Q3
9163-GHAYE,0,0,No offer,Month-to-Month,15,Q3
8510-TMWYB,1,9,No offer,Two Year,54,Q3
6372-RFVNS,1,1,Offer E,Month-to-Month,1,Q3
3647-GMGDH,1,7,No offer,Month-to-Month,22,Q3
9079-YEXQJ,0,0,No offer,Month-to-Month,54,Q3
1576-PFZIW,1,2,Offer A,Two Year,70,Q3
8976-OQHGT,1,5,No offer,Month-to-Month,4,Q3
0388-EOPEX,1,1,No offer,Month-to-Month,2,Q3
1729-VLAZJ,0,0,Offer D,One Year,10,Q3
1273-MTETI,0,0,No offer,Month-to-Month,4,Q3
1206-EHBDD,1,9,Offer B,Two Year,56,Q3
3410-MHHUM,1,4,Offer B,One Year,44,Q3
3521-SYVOR,0,0,Offer C,Month-to-Month,37,Q3
6595-YGXIT,0,0,Offer C,Month-to-Month,25,Q3
0067-DKWBL,0,0,No offer,Month-to-Month,2,Q3
3768-NLUBH,1,1,Offer B,Month-to-Month,57,Q3
1915-OAKWD,0,0,Offer D,One Year,16,Q3
6305-YLBMM,0,0,No offer,One Year,69,Q3
5127-BZENZ,1,1,Offer B,One Year,56,Q3
3045-XETSH,0,0,No offer,Month-to-Month,10,Q3
0431-APWVY,1,1,No offer,One Year,28,Q3
1697-LYYYX,1,8,No offer,One Year,61,Q3
2309-OSFEU,0,0,No offer,Month-to-Month,10,Q3
0519-DRGTI,1,9,No offer,Month-to-Month,20,Q3
0083-PIVIK,0,0,No offer,One Year,64,Q3
6907-FLBER,0,0,Offer E,Month-to-Month,1,Q3
9348-YVOMK,0,0,Offer E,Month-to-Month,4,Q3
8197-BFWVU,1,2,Offer A,Two Year,72,Q3
5756-JYOJT,0,0,No offer,One Year,11,Q3
7851-WZEKY,0,0,Offer E,Month-to-Month,2,Q3
0594-UFTUL,1,1,Offer D,Month-to-Month,13,Q3
3162-ZJZFU,1,5,No offer,Month-to-Month,53,Q3
8166-ORCHU,1,10,No offer,One Year,33,Q3
5980-BDHPY,1,5,No offer,Two Year,72,Q3
1439-LCGVL,1,10,Offer C,One Year,26,Q3
1307-TVUFB,0,0,No offer,One Year,42,Q3
7811-JIVPF,0,0,No offer,Month-to-Month,23,Q3
3604-WLABM,0,0,Offer D,Month-to-Month,10,Q3
3580-HYCSP,1,10,No offer,Two Year,72,Q3
5392-AKEMH,0,0,No offer,Month-to-Month,12,Q3
4423-JWZJN,1,9,Offer B,One Year,64,Q3
0348-SDKOL,1,1,No offer,Month-to-Month,58,Q3
8677-HDZEE,0,0,Offer B,Month-to-Month,56,Q3
8237-ULIXL,1,1,Offer A,Two Year,72,Q3
4950-BDEUX,0,0,Offer C,Month-to-Month,35,Q3
2000-MPKCA,0,0,Offer B,One Year,58,Q3
3518-PZXZQ,1,8,No offer,Month-to-Month,1,Q3
3074-GQWYX,0,0,No offer,Month-to-Month,5,Q3
0015-UOCOJ,0,0,Offer E,Two Year,7,Q3
8591-TKMZH,1,1,Offer B,Two Year,59,Q3
2091-GPPIQ,1,10,Offer A,Two Year,72,Q3
8148-WOCMK,1,1,Offer E,Two Year,8,Q3
1009-IRMNA,0,0,Offer E,Month-to-Month,7,Q3
6348-SNFUS,1,5,Offer A,Two Year,72,Q3
9798-DRYDS,1,6,No offer,One Year,17,Q3
9734-UYXQI,0,0,No offer,Month-to-Month,2,Q3
8785-EPNCG,0,0,No offer,Month-to-Month,11,Q3
5902-WBLSE,0,0,No offer,Two Year,70,Q3
3307-TLCUD,1,1,No offer,Month-to-Month,17,Q3
3407-QGWLG,0,0,No offer,Month-to-Month,3,Q3
8879-XUAHX,1,4,No offer,Two Year,71,Q3
4929-XIHVW,1,10,Offer E,One Year,2,Q3
6177-PEVRA,0,0,No offer,Two Year,48,Q3
